,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG_x,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,np:G-xG,G-xG,xG_y,npxG,npxG/Sh,Sh,SoT,Dist,FK,PK,PKatt,Season,Team
10,2021-10-03,18:00,Serie A,Matchweek 7,Sun,Home,W,2,0,Empoli,1.3,0.7,63.0,31946.0,Lorenzo Pellegrini,4-2-3-1,Giovanni Ayroldi,Match Report,,0.7,0.7,1.3,1.3,0.07,18.0,6.0,16.2,2.0,0,0,2021,Roma
11,2021-10-17,20:45,Serie A,Matchweek 8,Sun,Away,L,0,1,Juventus,1.6,1.2,53.0,20239.0,Lorenzo Pellegrini,4-2-3-1,Daniele Orsato,Match Report,,-0.8,-1.6,1.6,0.8,0.06,14.0,3.0,19.1,0.0,0,1,2021,Roma
13,2021-10-24,18:00,Serie A,Matchweek 9,Sun,Home,D,0,0,Napoli,1.5,0.7,38.0,47801.0,Lorenzo Pellegrini,4-2-3-1,Davide Massa,Match Report,,-1.5,-1.5,1.5,1.5,0.11,13.0,1.0,17.1,0.0,0,0,2021,Roma
14,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Away,W,2,1,Cagliari,2.1,1.1,58.0,8547.0,Lorenzo Pellegrini,4-2-3-1,Ivan Pezzuto,Match Report,,-0.1,-0.1,2.1,2.1,0.1,22.0,3.0,13.6,1.0,0,0,2021,Roma
15,2021-10-31,20:45,Serie A,Matchweek 11,Sun,Home,L,1,2,Milan,1.3,1.8,50.0,51001.0,Lorenzo Pellegrini,4-2-3-1,Fabio Maresca,Match Report,,-0.3,-0.3,1.3,1.3,0.06,24.0,6.0,19.3,1.0,0,0,2021,Roma
17,2021-11-07,12:30,Serie A,Matchweek 12,Sun,Away,L,2,3,Venezia,3.8,2.9,61.0,8263.0,Lorenzo Pellegrini,3-4-1-2,Gianluca Aureliano,Match Report,,-1.8,-1.8,3.8,3.8,0.15,27.0,9.0,13.2,0.0,0,0,2021,Roma
18,2021-11-21,20:45,Serie A,Matchweek 13,Sun,Away,W,2,0,Genoa,2.3,0.1,59.0,14667.0,Lorenzo Pellegrini,3-1-4-2,Massimiliano Irrati,Match Report,,-0.3,-0.3,2.3,2.3,0.12,19.0,4.0,15.4,0.0,0,0,2021,Roma
20,2021-11-28,18:00,Serie A,Matchweek 14,Sun,Home,W,1,0,Torino,1.0,0.9,32.0,46728.0,Lorenzo Pellegrini,3-1-4-2,Daniele Chiffi,Match Report,,0.0,0.0,1.0,1.0,0.1,10.0,2.0,17.8,0.0,0,0,2021,Roma
21,2021-12-01,18:30,Serie A,Matchweek 15,Wed,Away,L,0,1,Bologna,0.9,0.3,57.0,15780.0,Gianluca Mancini,3-1-4-2,Luca Pairetto,Match Report,,-0.9,-0.9,0.9,0.9,0.07,13.0,5.0,20.8,1.0,0,0,2021,Roma
22,2021-12-04,18:00,Serie A,Matchweek 16,Sat,Home,L,0,3,Inter,0.7,1.3,34.0,51185.0,Gianluca Mancini,3-1-4-2,Marco Di Bello,Match Report,,-0.7,-0.7,0.7,0.7,0.08,9.0,1.0,15.9,0.0,0,0,2021,Roma
24,2021-12-13,20:45,Serie A,Matchweek 17,Mon,Home,W,2,0,Spezia,2.2,0.6,52.0,44844.0,Bryan Cristante,3-5-2,Alessandro Prontera,Match Report,,-0.2,-0.2,2.2,2.2,0.2,12.0,5.0,12.4,0.0,0,0,2021,Roma
25,2021-12-18,15:00,Serie A,Matchweek 18,Sat,Away,W,4,1,Atalanta,1.7,1.2,29.0,14469.0,Gianluca Mancini,3-5-2,Massimiliano Irrati,Match Report,,2.3,2.3,1.7,1.7,0.21,8.0,5.0,16.0,1.0,0,0,2021,Roma
26,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Home,D,1,1,Sampdoria,1.3,1.4,55.0,49400.0,Gianluca Mancini,3-1-4-2,Piero Giacomelli,Match Report,,-0.3,-0.3,1.3,1.3,0.09,15.0,4.0,19.0,0.0,0,0,2021,Roma
27,2022-01-06,18:30,Serie A,Matchweek 20,Thu,Away,L,1,3,Milan,0.6,2.9,46.0,35870.0,Lorenzo Pellegrini,3-1-4-2,Daniele Chiffi,Match Report,,0.4,0.4,0.6,0.6,0.06,11.0,5.0,19.5,0.0,0,0,2021,Roma
28,2022-01-09,18:30,Serie A,Matchweek 21,Sun,Home,L,3,4,Juventus,2.1,1.0,53.0,33178.0,Lorenzo Pellegrini,4-2-3-1,Davide Massa,Match Report,,1.8,0.9,2.1,1.2,0.07,18.0,6.0,18.8,2.0,0,1,2021,Roma
29,2022-01-16,18:00,Serie A,Matchweek 22,Sun,Home,W,1,0,Cagliari,1.8,0.4,57.0,5000.0,Gianluca Mancini,4-2-3-1,Lorenzo Maggioni,Match Report,,-1.0,-0.8,1.8,1.0,0.07,14.0,6.0,20.0,0.0,1,1,2021,Roma
31,2022-01-23,18:00,Serie A,Matchweek 23,Sun,Away,W,4,2,Empoli,2.5,0.9,42.0,4920.0,Gianluca Mancini,3-4-1-2,Michael Fabbri,Match Report,,1.5,1.5,2.5,2.5,0.18,16.0,8.0,12.8,0.0,0,0,2021,Roma
32,2022-02-05,15:00,Serie A,Matchweek 24,Sat,Home,D,0,0,Genoa,1.5,0.6,62.0,29863.0,Gianluca Mancini,3-4-1-2,Rosario Abisso,Match Report,,-1.5,-1.5,1.5,1.5,0.07,23.0,3.0,17.5,2.0,0,0,2021,Roma
34,2022-02-13,18:00,Serie A,Matchweek 25,Sun,Away,D,2,2,Sassuolo,2.3,1.2,54.0,9282.0,Lorenzo Pellegrini,3-4-1-2,Marco Guida,Match Report,,-0.5,-0.3,2.3,1.5,0.12,12.0,7.0,14.5,1.0,1,1,2021,Roma
35,2022-02-19,18:00,Serie A,Matchweek 26,Sat,Home,D,2,2,Hellas Verona,0.4,0.5,57.0,34777.0,Lorenzo Pellegrini,3-4-1-2,Luca Pairetto,Match Report,,1.6,1.6,0.4,0.4,0.06,7.0,3.0,17.6,0.0,0,0,2021,Roma
36,2022-02-27,18:05,Serie A,Matchweek 27,Sun,Away,W,1,0,Spezia,3.8,0.4,65.0,8107.0,Lorenzo Pellegrini,3-4-3,Michael Fabbri,Match Report,,-3.1,-2.8,3.8,3.1,0.11,30.0,8.0,16.8,1.0,1,1,2021,Roma
37,2022-03-05,18:00,Serie A,Matchweek 28,Sat,Home,W,1,0,Atalanta,1.6,0.6,35.0,42303.0,Lorenzo Pellegrini,3-4-1-2,Davide Massa,Match Report,,-0.6,-0.6,1.6,1.6,0.12,13.0,4.0,19.1,1.0,0,0,2021,Roma
39,2022-03-13,18:00,Serie A,Matchweek 29,Sun,Away,D,1,1,Udinese,1.2,0.6,63.0,15114.0,Lorenzo Pellegrini,3-5-2,Marco Di Bello,Match Report,,-0.4,-0.2,1.2,0.4,0.05,9.0,1.0,21.7,0.0,1,1,2021,Roma
41,2022-03-20,18:00,Serie A,Matchweek 30,Sun,Home,W,3,0,Lazio,2.7,0.5,34.0,51932.0,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Match Report,,0.3,0.3,2.7,2.7,0.25,11.0,5.0,16.6,1.0,0,0,2021,Roma
42,2022-04-03,18:00,Serie A,Matchweek 31,Sun,Away,W,1,0,Sampdoria,1.0,0.5,51.0,16465.0,Lorenzo Pellegrini,3-4-3,Gianluca Manganiello,Match Report,,0.0,0.0,1.0,1.0,0.17,6.0,1.0,15.2,0.0,0,0,2021,Roma
44,2022-04-10,18:00,Serie A,Matchweek 32,Sun,Home,W,2,1,Salernitana,2.0,0.4,67.0,64266.0,Bryan Cristante,3-4-3,Manuel Volpi,Match Report,,0.0,0.0,2.0,2.0,0.12,17.0,7.0,16.8,1.0,0,0,2021,Roma
46,2022-04-18,19:00,Serie A,Matchweek 33,Mon,Away,D,1,1,Napoli,0.9,1.2,51.0,41822.0,Lorenzo Pellegrini,3-4-1-2,Marco Di Bello,Match Report,,0.1,0.1,0.9,0.9,0.11,8.0,6.0,12.1,0.0,0,0,2021,Roma
47,2022-04-23,18:00,Serie A,Matchweek 34,Sat,Away,L,1,3,Inter,0.8,1.6,55.0,74947.0,Lorenzo Pellegrini,3-4-3,Simone Sozza,Match Report,,0.2,0.2,0.8,0.8,0.09,9.0,2.0,18.0,0.0,0,0,2021,Roma
49,2022-05-01,20:45,Serie A,Matchweek 35,Sun,Home,D,0,0,Bologna,0.8,1.3,43.0,62988.0,Gianluca Mancini,3-4-3,Michael Fabbri,Match Report,,-0.8,-0.8,0.8,0.8,0.05,17.0,5.0,19.3,1.0,0,0,2021,Roma
51,2022-05-09,20:45,Serie A,Matchweek 36,Mon,Away,L,0,2,Fiorentina,0.5,1.5,46.0,29580.0,Lorenzo Pellegrini,3-4-1-2,Marco Guida,Match Report,,-0.5,-0.5,0.5,0.5,0.07,7.0,1.0,20.2,1.0,0,0,2021,Roma
52,2022-05-14,20:45,Serie A,Matchweek 37,Sat,Home,D,1,1,Venezia,2.7,0.3,69.0,63243.0,Lorenzo Pellegrini,3-4-1-2,Simone Sozza,Match Report,,-1.7,-1.7,2.7,2.7,0.06,46.0,16.0,20.1,4.0,0,0,2021,Roma
53,2022-05-20,20:45,Serie A,Matchweek 38,Fri,Away,W,3,0,Torino,2.7,0.6,42.0,16730.0,Lorenzo Pellegrini,3-4-3,Massimiliano Irrati,Match Report,,-0.1,0.3,2.7,1.1,0.09,12.0,4.0,19.4,0.0,2,2,2021,Roma
1,2021-08-22,20:45,Serie A,Matchweek 1,Sun,Away,L,1,3,Roma,1.3,2.7,58.0,26997.0,Cristiano Biraghi,4-3-3,Luca Pairetto,Match Report,,-0.3,-0.3,1.3,1.3,0.12,11.0,8.0,17.3,0.0,0,0,2021,Fiorentina
2,2021-08-28,20:45,Serie A,Matchweek 2,Sat,Home,W,2,1,Torino,0.8,0.4,58.0,12592.0,Cristiano Biraghi,4-3-3,Maurizio Mariani,Match Report,,1.2,1.2,0.8,0.8,0.09,9.0,6.0,17.8,0.0,0,0,2021,Fiorentina
3,2021-09-11,20:45,Serie A,Matchweek 3,Sat,Away,W,2,1,Atalanta,1.8,2.2,45.0,9162.0,Cristiano Biraghi,4-3-3,Valerio Marini,Match Report,,-0.2,0.2,1.8,0.2,0.04,5.0,0.0,21.2,0.0,2,2,2021,Fiorentina
4,2021-09-18,15:00,Serie A,Matchweek 4,Sat,Away,W,2,1,Genoa,0.9,1.1,64.0,6269.0,Cristiano Biraghi,4-3-3,Livio Marinelli,Match Report,,1.1,1.1,0.9,0.9,0.06,16.0,5.0,18.6,1.0,0,0,2021,Fiorentina
5,2021-09-21,20:45,Serie A,Matchweek 5,Tue,Home,L,1,3,Inter,1.6,2.2,53.0,15927.0,Cristiano Biraghi,4-3-3,Michael Fabbri,Match Report,,-0.6,-0.6,1.6,1.6,0.11,14.0,6.0,21.1,0.0,0,0,2021,Fiorentina
6,2021-09-26,15:00,Serie A,Matchweek 6,Sun,Away,W,1,0,Udinese,1.1,0.8,54.0,7208.0,Cristiano Biraghi,4-3-3,Davide Ghersini,Match Report,,-0.5,-0.1,1.1,0.5,0.07,7.0,1.0,22.9,0.0,1,1,2021,Fiorentina
7,2021-10-03,18:00,Serie A,Matchweek 7,Sun,Home,L,1,2,Napoli,0.4,1.7,54.0,15264.0,Cristiano Biraghi,4-4-2,Simone Sozza,Match Report,,0.6,0.6,0.4,0.4,0.04,10.0,3.0,17.6,0.0,0,0,2021,Fiorentina
8,2021-10-18,20:45,Serie A,Matchweek 8,Mon,Away,L,0,1,Venezia,0.4,1.1,61.0,8043.0,Cristiano Biraghi,4-3-3,Luca Massimi,Match Report,,-0.4,-0.4,0.4,0.4,0.04,10.0,2.0,21.7,1.0,0,0,2021,Fiorentina
9,2021-10-24,15:00,Serie A,Matchweek 9,Sun,Home,W,3,0,Cagliari,2.9,0.1,65.0,20290.0,Cristiano Biraghi,4-3-3,Antonio Rapuano,Match Report,,-0.1,0.1,2.9,2.1,0.11,20.0,4.0,20.9,2.0,1,1,2021,Fiorentina
10,2021-10-27,20:45,Serie A,Matchweek 10,Wed,Away,L,0,1,Lazio,0.5,0.8,51.0,7000.0,Cristiano Biraghi,4-3-3,Giovanni Ayroldi,Match Report,,-0.5,-0.5,0.5,0.5,0.06,9.0,1.0,13.5,0.0,0,0,2021,Fiorentina
11,2021-10-31,15:00,Serie A,Matchweek 11,Sun,Home,W,3,0,Spezia,2.8,0.1,55.0,19511.0,Cristiano Biraghi,4-3-3,Antonio Giua,Match Report,,0.0,0.2,2.8,2.0,0.08,26.0,11.0,17.7,1.0,1,1,2021,Fiorentina
12,2021-11-06,18:00,Serie A,Matchweek 12,Sat,Away,L,0,1,Juventus,0.4,0.6,50.0,6953.0,Cristiano Biraghi,4-3-3,Simone Sozza,Match Report,,-0.4,-0.4,0.4,0.4,0.07,6.0,1.0,12.4,0.0,0,0,2021,Fiorentina
13,2021-11-20,20:45,Serie A,Matchweek 13,Sat,Home,W,4,3,Milan,1.2,2.0,45.0,32567.0,Cristiano Biraghi,4-3-3,Marco Guida,Match Report,,2.8,2.8,1.2,1.2,0.13,9.0,5.0,14.7,0.0,0,0,2021,Fiorentina
14,2021-11-27,15:00,Serie A,Matchweek 14,Sat,Away,L,1,2,Empoli,2.0,1.8,49.0,7878.0,Cristiano Biraghi,4-3-3,Juan Sacchi,Match Report,,-1.0,-1.0,2.0,2.0,0.13,16.0,7.0,16.5,1.0,0,0,2021,Fiorentina
15,2021-11-30,18:30,Serie A,Matchweek 15,Tue,Home,W,3,1,Sampdoria,2.9,0.6,60.0,17913.0,Cristiano Biraghi,4-3-3,Federico Dionisi,Match Report,,0.1,0.1,2.9,2.9,0.17,17.0,7.0,17.4,3.0,0,0,2021,Fiorentina
16,2021-12-05,12:30,Serie A,Matchweek 16,Sun,Away,W,3,2,Bologna,1.1,0.7,63.0,18175.0,Cristiano Biraghi,4-3-3,Massimiliano Irrati,Match Report,,1.7,1.9,1.1,0.3,0.07,5.0,2.0,22.7,1.0,1,1,2021,Fiorentina
17,2021-12-11,15:00,Serie A,Matchweek 17,Sat,Home,W,4,0,Salernitana,2.2,0.8,69.0,18579.0,Cristiano Biraghi,4-3-3,Davide Ghersini,Match Report,,1.8,1.8,2.2,2.2,0.13,17.0,9.0,13.4,1.0,0,0,2021,Fiorentina
19,2021-12-19,12:30,Serie A,Matchweek 18,Sun,Home,D,2,2,Sassuolo,3.5,1.1,57.0,21514.0,Cristiano Biraghi,4-3-3,Marco Serra,Match Report,,-1.5,-1.5,3.5,3.5,0.16,23.0,7.0,13.5,1.0,0,0,2021,Fiorentina
20,2021-12-22,18:30,Serie A,Matchweek 19,Wed,Away,D,1,1,Hellas Verona,0.9,0.5,60.0,14001.0,Lorenzo Venuti,4-3-3,Daniele Doveri,Match Report,,0.1,0.1,0.9,0.9,0.08,11.0,1.0,15.0,0.0,0,0,2021,Fiorentina
21,2022-01-10,17:00,Serie A,Matchweek 21,Mon,Away,L,0,4,Torino,0.5,1.9,55.0,3545.0,Cristiano Biraghi,4-3-3,Livio Marinelli,Match Report,,-0.5,-0.5,0.5,0.5,0.06,10.0,3.0,18.0,0.0,0,0,2021,Fiorentina
23,2022-01-17,20:45,Serie A,Matchweek 22,Mon,Home,W,6,0,Genoa,3.4,0.1,73.0,5000.0,Cristiano Biraghi,4-3-3,Fabio Maresca,Match Report,,3.4,2.6,3.4,2.6,0.14,21.0,11.0,17.5,2.0,0,1,2021,Fiorentina
24,2022-01-23,12:30,Serie A,Matchweek 23,Sun,Away,D,1,1,Cagliari,2.3,1.3,59.0,5000.0,Cristiano Biraghi,4-3-3,Gianluca Aureliano,Match Report,,-0.4,-1.3,2.3,1.4,0.1,15.0,5.0,18.2,0.0,0,1,2021,Fiorentina
25,2022-02-05,20:45,Serie A,Matchweek 24,Sat,Home,L,0,3,Lazio,0.7,2.5,50.0,17181.0,Cristiano Biraghi,4-3-3,Daniele Orsato,Match Report,,-0.7,-0.7,0.7,0.7,0.08,9.0,3.0,17.4,0.0,0,0,2021,Fiorentina
27,2022-02-14,20:45,Serie A,Matchweek 25,Mon,Away,W,2,1,Spezia,2.1,0.7,66.0,5400.0,Cristiano Biraghi,4-3-3,Matteo Marchetti,Match Report,,0.6,-0.1,2.1,1.4,0.07,20.0,4.0,22.2,1.0,0,1,2021,Fiorentina
28,2022-02-20,12:30,Serie A,Matchweek 26,Sun,Home,W,1,0,Atalanta,0.8,0.3,50.0,18056.0,Cristiano Biraghi,4-3-3,Daniele Doveri,Match Report,,0.2,0.2,0.8,0.8,0.13,6.0,3.0,15.1,1.0,0,0,2021,Fiorentina
29,2022-02-26,20:45,Serie A,Matchweek 27,Sat,Away,L,1,2,Sassuolo,2.5,1.5,50.0,8952.0,Cristiano Biraghi,4-3-3,Alessandro Prontera,Match Report,,-1.5,-1.5,2.5,2.5,0.17,15.0,6.0,15.5,2.0,0,0,2021,Fiorentina
31,2022-03-06,15:00,Serie A,Matchweek 28,Sun,Home,D,1,1,Hellas Verona,1.4,1.0,50.0,23491.0,Cristiano Biraghi,4-3-3,Gianluca Manganiello,Match Report,,-0.4,-0.4,1.4,1.4,0.18,8.0,2.0,12.3,1.0,0,0,2021,Fiorentina
32,2022-03-13,12:30,Serie A,Matchweek 29,Sun,Home,W,1,0,Bologna,1.8,1.1,61.0,22635.0,Giacomo Bonaventura,4-3-3,Juan Sacchi,Match Report,,-0.8,-0.8,1.8,1.8,0.17,14.0,5.0,16.2,1.0,0,0,2021,Fiorentina
33,2022-03-19,18:00,Serie A,Matchweek 30,Sat,Away,D,1,1,Inter,1.3,1.0,49.0,54988.0,Cristiano Biraghi,4-3-3,Daniele Chiffi,Match Report,,-0.3,-0.3,1.3,1.3,0.08,17.0,4.0,18.5,0.0,0,0,2021,Fiorentina
34,2022-04-03,12:30,Serie A,Matchweek 31,Sun,Home,W,1,0,Empoli,1.7,0.1,62.0,22407.0,Cristiano Biraghi,4-3-3,Luca Massimi,Match Report,,-0.7,-0.7,1.7,1.7,0.07,24.0,11.0,17.0,0.0,0,0,2021,Fiorentina
35,2022-04-10,15:00,Serie A,Matchweek 32,Sun,Away,W,3,2,Napoli,0.8,0.9,50.0,50000.0,Cristiano Biraghi,4-3-3,Maurizio Mariani,Match Report,,2.2,2.2,0.8,0.8,0.07,11.0,4.0,19.0,0.0,0,0,2021,Fiorentina
36,2022-04-16,16:30,Serie A,Matchweek 33,Sat,Home,W,1,0,Venezia,3.0,0.1,69.0,31627.0,Cristiano Biraghi,4-3-3,Rosario Abisso,Match Report,,-2.0,-2.0,3.0,3.0,0.17,22.0,5.0,14.2,3.0,0,0,2021,Fiorentina
38,2022-04-24,12:30,Serie A,Matchweek 34,Sun,Away,L,1,2,Salernitana,1.0,0.7,72.0,20920.0,Cristiano Biraghi,4-3-3,Davide Massa,Match Report,,0.0,0.0,1.0,1.0,0.12,8.0,3.0,12.3,0.0,0,0,2021,Fiorentina
39,2022-04-27,18:00,Serie A,Matchweek 20,Wed,Home,L,0,4,Udinese,2.7,2.8,72.0,22067.0,Cristiano Biraghi,4-3-3,Ivan Pezzuto,Match Report,,-2.7,-2.7,2.7,2.7,0.15,18.0,7.0,12.8,1.0,0,0,2021,Fiorentina
40,2022-05-01,15:00,Serie A,Matchweek 35,Sun,Away,L,0,1,Milan,0.7,1.2,51.0,71542.0,Cristiano Biraghi,4-3-3,Paolo Valeri,Match Report,,-0.7,-0.7,0.7,0.7,0.09,8.0,2.0,16.8,0.0,0,0,2021,Fiorentina
41,2022-05-09,20:45,Serie A,Matchweek 36,Mon,Home,W,2,0,Roma,1.5,0.5,54.0,29580.0,Cristiano Biraghi,4-3-3,Marco Guida,Match Report,,0.2,0.5,1.5,0.8,0.07,11.0,6.0,22.1,1.0,1,1,2021,Fiorentina
42,2022-05-16,18:30,Serie A,Matchweek 37,Mon,Away,L,1,4,Sampdoria,1.5,1.5,63.0,21331.0,Cristiano Biraghi,4-3-3,Maurizio Mariani,Match Report,,-0.7,-0.5,1.5,0.7,0.07,11.0,0.0,16.3,0.0,1,1,2021,Fiorentina
43,2022-05-21,20:45,Serie A,Matchweek 38,Sat,Home,W,2,0,Juventus,1.6,0.1,66.0,34831.0,Cristiano Biraghi,4-3-3,Daniele Chiffi,Match Report,,0.1,0.4,1.6,0.9,0.07,12.0,2.0,18.2,0.0,1,1,2021,Fiorentina
0,2021-08-21,20:45,Serie A,Matchweek 1,Sat,Away,W,2,1,Torino,0.7,1.3,52.0,3475.0,José Luis Palomino,3-4-3,Daniele Chiffi,Match Report,,1.3,1.3,0.7,0.7,0.1,7.0,2.0,14.9,0.0,0,0,2021,Atalanta
1,2021-08-28,18:30,Serie A,Matchweek 2,Sat,Home,D,0,0,Bologna,0.9,0.3,59.0,7912.0,Rafael Tolói,3-4-3,Daniele Orsato,Match Report,,-0.9,-0.9,0.9,0.9,0.04,22.0,3.0,20.0,2.0,0,0,2021,Atalanta
2,2021-09-11,20:45,Serie A,Matchweek 3,Sat,Home,L,1,2,Fiorentina,2.2,1.8,55.0,9162.0,Rafael Tolói,3-4-3,Valerio Marini,Match Report,,-1.4,-1.2,2.2,1.4,0.12,12.0,4.0,10.7,0.0,1,1,2021,Atalanta
4,2021-09-18,20:45,Serie A,Matchweek 4,Sat,Away,W,1,0,Salernitana,1.6,0.7,58.0,11949.0,Rafael Tolói,3-4-3,Paolo Valeri,Match Report,,-0.6,-0.6,1.6,1.6,0.16,10.0,3.0,15.6,1.0,0,0,2021,Atalanta
5,2021-09-21,20:45,Serie A,Matchweek 5,Tue,Home,W,2,1,Sassuolo,1.9,0.9,48.0,7353.0,Rafael Tolói,3-4-1-2,Davide Massa,Match Report,,0.1,0.1,1.9,1.9,0.13,14.0,5.0,16.9,1.0,0,0,2021,Atalanta
6,2021-09-25,18:00,Serie A,Matchweek 6,Sat,Away,D,2,2,Inter,1.9,3.9,51.0,36517.0,Rafael Tolói,3-4-1-2,Fabio Maresca,Match Report,,0.1,0.1,1.9,1.9,0.09,22.0,5.0,15.2,1.0,0,0,2021,Atalanta
8,2021-10-03,20:45,Serie A,Matchweek 7,Sun,Home,L,2,3,Milan,2.1,2.7,56.0,9363.0,Remo Freuler,3-4-1-2,Marco Di Bello,Match Report,,-0.4,-0.1,2.1,1.4,0.09,16.0,4.0,17.9,1.0,1,1,2021,Atalanta
9,2021-10-17,15:00,Serie A,Matchweek 8,Sun,Away,W,4,1,Empoli,3.9,0.6,52.0,6214.0,Rafael Tolói,3-4-1-2,Marco Serra,Match Report,,-0.2,-0.9,3.9,3.2,0.15,21.0,7.0,17.6,0.0,0,1,2021,Atalanta
11,2021-10-24,12:30,Serie A,Matchweek 9,Sun,Home,D,1,1,Udinese,0.4,0.6,68.0,9951.0,Remo Freuler,3-4-3,Livio Marinelli,Match Report,,0.6,0.6,0.4,0.4,0.04,8.0,3.0,21.0,0.0,0,0,2021,Atalanta
12,2021-10-27,18:30,Serie A,Matchweek 10,Wed,Away,W,3,1,Sampdoria,1.3,1.3,59.0,5462.0,Remo Freuler,3-4-3,Alessandro Prontera,Match Report,,0.7,0.7,1.3,1.3,0.1,13.0,4.0,15.0,0.0,0,0,2021,Atalanta
13,2021-10-30,15:00,Serie A,Matchweek 11,Sat,Home,D,2,2,Lazio,0.8,1.4,57.0,11981.0,Remo Freuler,3-4-3,Marco Guida,Match Report,,1.2,1.2,0.8,0.8,0.05,17.0,3.0,17.0,1.0,0,0,2021,Atalanta
15,2021-11-06,20:45,Serie A,Matchweek 12,Sat,Away,W,2,1,Cagliari,2.9,0.6,62.0,6976.0,Remo Freuler,3-4-3,Marco Piccinini,Match Report,,-0.9,-0.9,2.9,2.9,0.14,21.0,8.0,14.2,1.0,0,0,2021,Atalanta
16,2021-11-20,15:00,Serie A,Matchweek 13,Sat,Home,W,5,2,Spezia,2.2,0.7,51.0,10744.0,Rafael Tolói,3-4-3,Rosario Abisso,Match Report,,2.4,2.8,2.2,1.6,0.09,17.0,8.0,19.1,0.0,1,1,2021,Atalanta
18,2021-11-27,18:00,Serie A,Matchweek 14,Sat,Away,W,1,0,Juventus,0.5,0.8,41.0,29886.0,Rafael Tolói,3-4-3,Giovanni Ayroldi,Match Report,,0.5,0.5,0.5,0.5,0.07,7.0,1.0,18.6,0.0,0,0,2021,Atalanta
19,2021-11-30,18:30,Serie A,Matchweek 15,Tue,Home,W,4,0,Venezia,2.5,0.6,58.0,8667.0,José Luis Palomino,3-4-3,Alberto Santoro,Match Report,,1.5,1.5,2.5,2.5,0.13,19.0,6.0,15.7,0.0,0,0,2021,Atalanta
20,2021-12-04,20:45,Serie A,Matchweek 16,Sat,Away,W,3,2,Napoli,1.6,1.1,45.0,30000.0,Rafael Tolói,3-4-3,Maurizio Mariani,Match Report,,1.4,1.4,1.6,1.6,0.08,21.0,7.0,16.0,0.0,0,0,2021,Atalanta
22,2021-12-12,15:00,Serie A,Matchweek 17,Sun,Away,W,2,1,Hellas Verona,0.9,1.3,48.0,15000.0,Rafael Tolói,3-4-3,Juan Sacchi,Match Report,,1.1,1.1,0.9,0.9,0.07,14.0,6.0,18.2,0.0,0,0,2021,Atalanta
23,2021-12-18,15:00,Serie A,Matchweek 18,Sat,Home,L,1,4,Roma,1.2,1.7,71.0,14469.0,Rafael Tolói,3-4-3,Massimiliano Irrati,Match Report,,-1.2,-1.2,1.2,1.2,0.07,17.0,6.0,18.0,1.0,0,0,2021,Atalanta
24,2021-12-21,20:45,Serie A,Matchweek 19,Tue,Away,D,0,0,Genoa,1.1,0.0,67.0,6000.0,Remo Freuler,3-4-3,Paolo Valeri,Match Report,,-1.1,-1.1,1.1,1.1,0.07,17.0,3.0,17.5,0.0,0,0,2021,Atalanta
25,2022-01-09,16:30,Serie A,Matchweek 21,Sun,Away,W,6,2,Udinese,3.2,1.0,60.0,8679.0,Rafael Tolói,3-4-3,Michael Fabbri,Match Report,,2.8,2.8,3.2,3.2,0.15,21.0,7.0,15.4,0.0,0,0,2021,Atalanta
27,2022-01-16,20:45,Serie A,Matchweek 22,Sun,Home,D,0,0,Inter,1.6,1.8,37.0,5000.0,Remo Freuler,4-3-3,Davide Massa,Match Report,,-1.6,-1.6,1.6,1.6,0.14,12.0,6.0,15.0,0.0,0,0,2021,Atalanta
28,2022-01-22,20:45,Serie A,Matchweek 23,Sat,Away,D,0,0,Lazio,0.4,0.4,39.0,4000.0,Remo Freuler,3-4-1-2,Simone Sozza,Match Report,,-0.4,-0.4,0.4,0.4,0.07,6.0,2.0,18.2,0.0,0,0,2021,Atalanta
29,2022-02-06,12:30,Serie A,Matchweek 24,Sun,Home,L,1,2,Cagliari,0.8,1.0,61.0,7868.0,Remo Freuler,4-2-3-1,Alessandro Prontera,Match Report,,0.2,0.2,0.8,0.8,0.09,10.0,3.0,18.1,1.0,0,0,2021,Atalanta
31,2022-02-13,20:45,Serie A,Matchweek 25,Sun,Home,D,1,1,Juventus,2.4,0.7,52.0,9731.0,Rafael Tolói,3-4-1-2,Maurizio Mariani,Match Report,,-1.4,-1.4,2.4,2.4,0.12,21.0,3.0,17.5,1.0,0,0,2021,Atalanta
33,2022-02-20,12:30,Serie A,Matchweek 26,Sun,Away,L,0,1,Fiorentina,0.3,0.8,50.0,18056.0,Rafael Tolói,3-4-1-2,Daniele Doveri,Match Report,,-0.3,-0.3,0.3,0.3,0.05,7.0,1.0,18.9,0.0,0,0,2021,Atalanta
35,2022-02-28,20:50,Serie A,Matchweek 27,Mon,Home,W,4,0,Sampdoria,2.1,0.4,56.0,10245.0,Rafael Tolói,4-2-3-1,Simone Sozza,Match Report,,1.9,1.9,2.1,2.1,0.11,19.0,9.0,16.6,0.0,0,0,2021,Atalanta
